player,team,fantasy_pos,g,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,targets,rec,rec_yds,rec_td,fumbles_lost
Malik Heath,GNB,WR,13,0,0,0,0,0,0,0,0,13,10,97,2,0
Khalil Herbert,2TM,RB,14,0,0,0,0,0,36,130,1,11,10,25,0,0
Desmond Ridder,LVR,QB,6,52,85,458,2,2,9,36,0,0,0,0,0,2
Brock Wright,DET,TE,17,0,0,0,0,0,0,0,0,16,13,100,2,0
Mo Alie-Cox,IND,TE,17,0,0,0,0,0,0,0,0,22,12,147,1,0
Mecole Hardman,KAN,WR,12,0,0,0,0,0,5,62,1,14,12,90,0,0
Sincere McCormick,LVR,RB,5,0,0,0,0,0,39,183,0,7,6,29,0,0
Ja'Lynn Polk,NWE,WR,15,0,0,0,0,0,1,0,0,33,12,87,2,0
Pierre Strong,CLE,RB,14,0,0,0,0,0,26,108,0,22,14,104,0,0
Jimmy Garoppolo,LAR,QB,1,27,41,334,2,1,2,5,0,0,0,0,0,0
Tanner Hudson,CIN,TE,11,0,0,0,0,0,1,1,0,23,19,154,1,1
Dante Pettis,NOR,WR,8,0,0,0,0,0,0,0,0,28,12,120,1,0
Tyrod Taylor,NYJ,QB,2,17,22,119,3,0,3,13,0,0,0,0,0,0
Michael Burton,DEN,FB,17,0,0,0,0,0,7,8,1,10,10,65,1,0
Jamycal Hasty,NWE,RB,15,0,0,0,0,0,20,69,0,12,10,59,1,0
Tyler Higbee,LAR,TE,3,0,0,0,0,0,0,0,0,12,8,66,2,0
Charlie Kolar,BAL,TE,13,0,0,0,0,0,1,2,0,11,9,131,1,0
Kenny McIntosh,SEA,RB,17,0,0,0,0,0,31,172,0,4,3,22,0,0
Joe Milton,NWE,QB,1,22,29,241,1,0,10,16,1,0,0,0,0,1
Stone Smartt,LAC,TE,15,0,0,0,0,0,0,0,0,19,16,208,0,1
Cade Stover,HOU,TE,15,0,0,0,0,0,0,0,0,22,15,133,1,0
DeeJay Dallas,ARI,RB,17,0,0,0,0,0,9,49,0,3,3,11,1,0
Kylen Granson,IND,TE,17,0,0,0,0,0,0,0,0,31,14,182,0,0
Bub Means,NOR,WR,7,0,0,0,0,0,0,0,0,15,9,118,1,0
Craig Reynolds,DET,RB,17,0,0,0,0,0,31,139,0,5,3,40,0,0
Robert Woods,HOU,WR,15,0,0,0,0,0,0,0,0,30,20,203,0,1
Jake Bobo,SEA,WR,17,0,0,0,0,0,0,0,0,17,13,107,1,0
Jamison Crowder,WAS,WR,6,0,0,0,0,0,0,0,0,13,9,72,2,1
Ashton Dulin,IND,WR,15,0,0,0,0,0,5,45,0,8,2,67,1,0
Luke McCaffrey,WAS,WR,17,0,0,0,0,0,0,0,0,24,18,168,0,0
Andrew Ogletree,IND,TE,17,0,0,0,0,0,0,0,0,14,9,109,1,0
Drew Sample,CIN,TE,17,0,0,0,0,0,1,-4,0,22,20,109,1,0
Carson Steele,KAN,RB,17,0,0,0,0,0,56,183,0,11,7,26,0,2
Erick All,CIN,TE,9,0,0,0,0,0,0,0,0,22,20,158,0,0
Kevin Austin,NOR,WR,8,0,0,0,0,0,1,9,0,22,11,151,0,0
Michael Mayer,LVR,TE,11,0,0,0,0,0,0,0,0,32,21,156,0,0
Eric Saubert,SFO,TE,17,0,0,0,0,0,0,0,0,14,11,97,1,0
Dorian Thompson-Robinson,CLE,QB,7,61,118,440,0,6,21,122,0,0,0,0,0,1
Alec Ingold,MIA,FB,15,0,0,0,0,0,10,17,1,12,11,96,0,1
Lucas Krull,DEN,TE,13,0,0,0,0,0,0,0,0,23,19,152,0,0
Hunter Luepke,DAL,RB,16,0,0,0,0,0,12,38,0,16,12,111,0,0
Bo Melton,GNB,WR,17,0,0,0,0,0,8,54,0,17,8,91,0,0
Jonathan Mingo,2TM,WR,17,0,0,0,0,0,2,5,0,42,17,167,0,1
Mitchell Trubisky,BUF,QB,9,19,26,179,2,0,17,1,0,0,0,0,0,0
Tim Boyle,2TM,QB,3,27,50,276,1,1,3,9,0,0,0,0,0,0
Jordan Mims,NOR,RB,11,0,0,0,0,0,20,70,0,18,12,71,0,0
Patrick Ricard,BAL,FB,17,0,0,0,0,0,0,0,0,5,3,22,1,0
Trent Sherfield,MIN,WR,17,0,0,0,0,0,0,0,0,9,8,83,1,0
Daniel Bellinger,NYG,TE,17,0,0,0,0,0,0,0,0,17,14,125,0,0
Tommy DeVito,NYG,QB,3,31,44,257,0,0,8,32,0,0,0,0,0,0
Jake Haener,NOR,QB,8,18,39,226,1,1,11,22,0,0,0,0,0,0
Trey Lance,DAL,QB,4,25,41,266,0,1,11,41,0,0,0,0,0,0
Ronnie Rivers,LAR,RB,17,0,0,0,0,0,22,99,0,6,5,34,0,0
Tyrell Shavers,BUF,WR,3,0,0,0,0,0,0,0,0,1,1,69,1,0
Xavier Hutchinson,HOU,WR,16,0,0,0,0,0,0,0,0,26,12,117,0,0
Rakim Jarrett,TAM,WR,10,0,0,0,0,0,0,0,0,11,9,124,0,0
Tony Jones,ARI,RB,1,0,0,0,0,0,4,55,1,0,0,0,0,0
K.J. Osborn,2TM,WR,8,0,0,0,0,0,0,0,0,18,7,57,1,0
Will Shipley,PHI,RB,16,0,0,0,0,0,30,82,0,4,4,35,0,0
Jermaine Burton,CIN,WR,14,0,0,0,0,0,0,0,0,14,4,107,0,0
Julius Chestnut,TEN,RB,17,0,0,0,0,0,22,102,0,3,2,11,0,0
Simi Fehoko,LAC,WR,8,0,0,0,0,0,0,0,0,16,6,106,0,0
Tay Martin,TEN,WR,1,0,0,0,0,0,0,0,0,2,1,49,1,0
Jeremy Ruckert,NYJ,TE,17,0,0,0,0,0,0,0,0,28,18,105,0,0
Ainias Smith,PHI,WR,7,0,0,0,0,0,2,6,0,9,7,41,1,0
Blake Whiteheart,CLE,TE,11,0,0,0,0,0,0,0,0,9,6,51,1,0
Kenny Yeboah,NYJ,TE,9,0,0,0,0,0,0,0,0,8,5,47,1,0
Connor Heyward,PIT,TE,17,0,0,0,0,0,0,0,0,8,6,40,1,0
Julian Hill,MIA,TE,16,0,0,0,0,0,0,0,0,19,12,100,0,0
Davis Mills,HOU,QB,4,20,36,212,0,0,3,11,0,0,0,0,0,0
Quintin Morris,BUF,TE,16,0,0,0,0,0,0,0,0,8,5,36,1,0
Bryce Oliver,TEN,WR,10,0,0,0,0,0,0,0,0,9,6,95,0,0
MyCole Pruitt,PIT,TE,12,0,0,0,0,0,0,0,0,10,6,40,1,0
Mason Tipton,NOR,WR,11,0,0,0,0,0,0,0,0,26,14,99,0,0
Johnny Wilson,PHI,WR,16,0,0,0,0,0,0,0,0,15,5,38,1,0
Marquise Brown,KAN,WR,2,0,0,0,0,0,0,0,0,15,9,91,0,0
Harrison Bryant,LVR,TE,13,0,0,0,0,0,0,0,0,12,9,86,0,0
Parris Campbell,PHI,WR,5,0,0,0,0,0,0,0,0,8,6,30,1,0
DJ Chark,LAC,WR,7,0,0,0,0,0,0,0,0,10,4,31,1,0
Devin Culp,TAM,TE,5,0,0,0,0,0,0,0,0,6,5,88,0,0
C.J. Ham,MIN,FB,17,0,0,0,0,0,2,10,1,6,5,35,0,1
Chris Manhertz,NYG,TE,17,0,0,0,0,0,0,0,0,4,3,30,1,0
Ben Sinnott,WAS,TE,17,0,0,0,0,0,0,0,0,5,5,28,1,0
Brevyn Spann-Ford,DAL,TE,17,0,0,0,0,0,0,0,0,14,9,88,0,0
Deuce Vaughn,DAL,RB,7,0,0,0,0,0,17,70,0,5,3,18,0,0
Raheem Blackshear,CAR,RB,16,0,0,0,0,0,15,80,0,0,0,0,0,0
Chris Conley,SFO,WR,15,0,0,0,0,0,0,0,0,12,6,76,0,0
Devin Duvernay,JAX,WR,13,0,0,0,0,0,4,3,0,16,11,79,0,0
Ryan Flournoy,DAL,WR,11,0,0,0,0,0,0,0,0,14,10,102,0,1
Xavier Gipson,NYJ,WR,17,0,0,0,0,0,1,5,0,10,6,39,1,1
Zay Jones,ARI,WR,11,0,0,0,0,0,0,0,0,11,8,84,0,0
Jalen Reagor,LAC,WR,8,0,0,0,0,0,3,-3,0,12,7,100,0,1
Skylar Thompson,MIA,QB,3,21,33,187,0,0,1,4,0,0,0,0,0,0
Devontez Walker,BAL,WR,9,0,0,0,0,0,0,0,0,3,1,21,1,0
Kristian Wilkerson,LVR,WR,3,0,0,0,0,0,0,0,0,3,2,18,1,0
Jeff Wilson,MIA,RB,9,0,0,0,0,0,16,57,0,3,3,19,0,0
Jacob Cowing,SFO,WR,15,0,0,0,0,0,1,7,0,6,4,80,0,1
River Cracraft,MIA,WR,8,0,0,0,0,0,0,0,0,9,7,66,0,0
Clyde Edwards-Helaire,NOR,RB,2,0,0,0,0,0,13,46,0,5,3,24,0,0
Luke Farrell,JAX,TE,17,0,0,0,0,0,0,0,0,17,12,67,0,0
Eric Gray,NYG,RB,17,0,0,0,0,0,14,31,0,11,10,82,0,2
Hayden Hurst,LAC,TE,9,0,0,0,0,0,0,0,0,13,8,73,0,0
E.J. Jenkins,PHI,TE,8,0,0,0,0,0,0,0,0,2,1,7,1,0
Scotty Miller,PIT,WR,13,0,0,0,0,0,0,0,0,9,5,69,0,0
Brandon Powell,MIN,WR,17,0,0,0,0,0,0,0,0,10,7,71,0,0
Ben Skowronek,PIT,WR,10,0,0,0,0,0,0,0,0,5,5,69,0,0
Michael Woods II,CLE,WR,5,0,0,0,0,0,0,0,0,17,7,65,0,0
Bailey Zappe,CLE,QB,1,16,31,170,1,2,2,2,0,0,0,0,0,0
Brandon Allen,SFO,QB,3,17,30,199,1,2,3,4,0,0,0,0,0,1
Tyler Badie,DEN,RB,3,0,0,0,0,0,11,86,0,3,3,-2,0,1
John Bates,WAS,TE,17,0,0,0,0,0,0,0,0,13,8,84,0,1
Odell Beckham Jr.,MIA,WR,9,0,0,0,0,0,0,0,0,18,9,55,0,0
Jalin Hyatt,NYG,WR,16,0,0,0,0,0,0,0,0,19,8,62,0,0
Hunter Long,LAR,TE,17,0,0,0,0,0,0,0,0,9,7,60,0,0
Keaton Mitchell,BAL,RB,5,0,0,0,0,0,15,30,0,1,1,28,0,0
Kene Nwangwu,NYJ,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Laviska Shenault Jr.,2TM,WR,12,0,0,0,0,0,1,1,0,5,5,36,0,2
Ihmir Smith-Marsette,NYG,WR,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Boone,CAR,RB,6,0,0,0,0,0,13,51,0,3,1,-2,0,0
Jonathon Brooks,CAR,RB,3,0,0,0,0,0,9,22,0,3,3,23,0,0
Pharaoh Brown,SEA,TE,15,0,0,0,0,0,0,0,0,12,8,65,0,1
DeAndre Carter,CHI,WR,13,0,0,0,0,0,0,0,0,14,9,72,0,1
Peyton Hendershot,KAN,TE,7,0,0,0,0,0,0,0,0,5,5,51,0,0
Charlie Jones,CIN,WR,8,0,0,0,0,0,0,0,0,1,1,5,0,1
Luke Musgrave,GNB,TE,7,0,0,0,0,0,0,0,0,10,7,45,0,0
Nikko Remigio,KAN,WR,5,0,0,0,0,0,0,0,0,6,2,48,0,0
Durham Smythe,MIA,TE,17,0,0,0,0,0,0,0,0,17,9,53,0,0
Tyquan Thornton,NWE,WR,6,0,0,0,0,0,0,0,0,8,4,47,0,0
Sione Vaki,DET,RB,16,0,0,0,0,0,6,14,0,3,3,37,0,0
Carson Wentz,KAN,QB,3,12,19,118,0,0,3,0,0,0,0,0,0,0
Charlie Woerner,ATL,TE,16,0,0,0,0,0,0,0,0,12,7,46,0,0
Davis Allen,LAR,TE,15,0,0,0,0,0,0,0,0,13,6,39,0,0
Treylon Burks,TEN,WR,5,0,0,0,0,0,2,1,0,8,4,34,0,0
Dan Chisena,CAR,WR,6,0,0,0,0,0,0,0,0,4,3,37,0,0
D'Wayne Eskridge,MIA,WR,6,0,0,0,0,0,0,0,0,3,3,44,0,0
Gerald Everett,CHI,TE,17,0,0,0,0,0,0,0,0,13,8,36,0,0
Tucker Fisk,LAC,TE,9,0,0,0,0,0,0,0,0,8,7,39,0,0
Tim Jones,JAX,WR,17,0,0,0,0,0,0,0,0,5,3,41,0,0
Jacob Kibodi,CLE,RB,1,0,0,0,0,0,5,24,0,3,1,15,0,0
Terrace Marshall Jr.,LVR,WR,7,0,0,0,0,0,0,0,0,6,3,41,0,0
Tip Reiman,ARI,TE,17,0,0,0,0,0,0,0,0,7,6,37,0,0
Ben Sims,GNB,TE,17,0,0,0,0,0,0,0,0,5,4,42,0,0
Xavier Smith,LAR,WR,15,0,0,0,0,0,4,36,0,2,2,6,0,0
J.J. Taylor,HOU,RB,5,0,0,0,0,0,10,44,0,3,2,0,0,0
Cody White,SEA,WR,4,0,0,0,0,0,0,0,0,3,2,44,0,0
Rasheen Ali,BAL,RB,6,0,0,0,0,0,10,31,0,2,0,0,0,0
Alex Bachman,LVR,WR,6,0,0,0,0,0,0,0,0,3,3,31,0,0
David Bell,CLE,WR,1,0,0,0,0,0,0,0,0,3,3,27,0,0
Dalvin Cook,DAL,RB,2,0,0,0,0,0,8,20,0,1,1,10,0,0
Britain Covey,PHI,WR,5,0,0,0,0,0,0,0,0,8,7,34,0,0
Greg Dulcich,2TM,TE,9,0,0,0,0,0,0,0,0,12,5,28,0,0
Cam Grandy,CIN,TE,8,0,0,0,0,0,0,0,0,5,5,28,0,0
Taylor Heinicke,LAC,QB,4,3,5,28,0,0,2,20,0,0,0,0,0,0
Travis Homer,CHI,RB,10,0,0,0,0,0,6,23,0,3,3,11,0,0
Hendon Hooker,DET,QB,3,6,9,62,0,0,5,2,0,0,0,0,0,0
Jermar Jefferson,DET,RB,2,0,0,0,0,0,6,22,0,1,1,10,0,0
Terrell Jennings,NWE,RB,3,0,0,0,0,0,13,33,0,1,0,0,0,0
Will Mallory,IND,TE,10,0,0,0,0,0,0,0,0,8,4,29,0,0
Jase McClellan,ATL,RB,2,0,0,0,0,0,13,32,0,0,0,0,0,0
Allen Robinson,DET,WR,12,0,0,0,0,0,0,0,0,7,3,30,0,0
Deven Thompkins,CAR,WR,7,0,0,0,0,0,2,7,0,4,4,20,0,0
Jaheim Bell,NWE,TE,15,0,0,0,0,0,0,0,0,3,2,20,0,0
Ronnie Bell,SFO,WR,9,0,0,0,0,0,0,0,0,6,2,22,0,0
Chris Blair,ATL,WR,4,0,0,0,0,0,0,0,0,2,1,17,0,0
Tanner Conner,MIA,TE,8,0,0,0,0,0,0,0,0,4,3,16,0,0
Malachi Corley,NYJ,WR,9,0,0,0,0,0,2,26,0,6,3,16,0,1
Anthony Gould,IND,WR,8,0,0,0,0,0,0,0,0,1,1,23,0,0
Dallin Holker,NOR,TE,12,0,0,0,0,0,0,0,0,4,3,21,0,0
Trenton Irwin,CIN,WR,7,0,0,0,0,0,0,0,0,10,3,15,0,0
Mason Kinsey,TEN,WR,6,0,0,0,0,0,0,0,0,2,2,17,0,0
MarShawn Lloyd,GNB,RB,1,0,0,0,0,0,6,15,0,1,1,3,0,0
Anthony Miller,BAL,WR,2,0,0,0,0,0,0,0,0,1,1,16,0,0
Aaron Shampklin,PIT,RB,3,0,0,0,0,0,6,17,0,0,0,0,0,0
Jamari Thrash,CLE,WR,9,0,0,0,0,0,0,0,0,7,3,22,0,0
Austin Trammell,JAX,WR,1,0,0,0,0,0,0,0,0,3,2,40,0,1
Jonathan Ward,PIT,RB,4,0,0,0,0,0,5,22,0,0,0,0,0,0
Blake Watson,DEN,RB,2,0,0,0,0,0,4,10,0,2,1,13,0,0
Shane Zylstra,DET,TE,12,0,0,0,0,0,0,0,0,1,1,22,0,0
Kyle Allen,PIT,QB,1,1,1,19,0,0,0,0,0,0,0,0,0,0
Robbie Chosen,MIA,WR,2,0,0,0,0,0,0,0,0,4,1,5,0,0
Javon Baker,NWE,WR,11,0,0,0,0,0,0,0,0,4,1,12,0,0
Chris Collier,2TM,RB,8,0,0,0,0,0,5,12,0,2,1,-4,0,0
Jaelon Darden,2TM,WR,12,0,0,0,0,0,0,0,0,1,1,6,0,0
Tyrion Davis-Price,PHI,RB,1,0,0,0,0,0,3,7,0,0,0,0,0,0
Zach Davidson,BUF,TE,2,0,0,0,0,0,0,0,0,2,1,5,0,0
Josiah Deguara,JAX,TE,15,0,0,0,0,0,0,0,0,3,3,14,0,0
Grant Dubose,MIA,WR,3,0,0,0,0,0,0,0,0,4,2,11,0,0
Ross Dwelley,ATL,TE,17,0,0,0,0,0,0,0,0,1,1,5,0,0
Jody Fortest,KAN,TE,3,0,0,0,0,0,0,0,0,3,1,5,0,0
Feleipe Franks,CAR,TE,16,0,0,0,0,0,0,0,0,3,1,12,0,0
Myles Gaskin,MIN,RB,5,0,0,0,0,0,3,-1,0,1,1,11,0,0
Reggie Gilliam,BUF,FB,15,0,0,0,0,0,3,7,0,0,0,0,0,0
Isaiah Hodgins,NYG,WR,3,0,0,0,0,0,0,0,0,2,2,12,0,0
George Holani,SEA,RB,5,0,0,0,0,0,3,10,0,1,1,-1,0,0
Brandon Johnson,PIT,WR,3,0,0,0,0,0,0,0,0,1,1,9,0,0
Collin Johnson,CHI,WR,9,0,0,0,0,0,0,0,0,2,1,6,0,0
Josh Johnson,BAL,QB,6,2,3,17,0,0,4,1,0,0,0,0,0,0
Kameron Johnson,TAM,WR,5,0,0,0,0,0,2,11,0,1,0,0,0,0
Brevin Jordan,HOU,TE,2,0,0,0,0,0,0,0,0,3,2,7,0,0
Ramel Keyton,LVR,WR,8,0,0,0,0,0,0,0,0,3,1,7,0,0
David Martin-Robinson,TEN,TE,5,0,0,0,0,0,0,0,0,2,1,6,0,0
Tyreik McAllister,LVR,WR,3,0,0,0,0,0,2,11,0,0,0,0,0,0
Nick Mullens,MIN,QB,4,2,2,38,0,0,3,-2,0,0,0,0,0,0
Chris Oladokun,KAN,QB,1,0,0,0,0,0,1,5,0,0,0,0,0,0
Kendric Pryor,CIN,WR,1,0,0,0,0,0,0,0,0,1,1,9,0,0
John Ross,PHI,WR,1,0,0,0,0,0,0,0,0,2,1,6,0,0
Cody Schrader,LAR,RB,1,0,0,0,0,0,1,3,0,1,1,6,0,0
Tyler Scott,CHI,WR,11,0,0,0,0,0,0,0,0,1,1,5,0,0
John Samuel Shenker,LVR,TE,8,0,0,0,0,0,0,0,0,1,1,7,0,0
Jarrett Stidham,DEN,QB,3,0,0,0,0,0,4,5,0,0,0,0,0,0
Jack Stoll,2TM,TE,11,0,0,0,0,0,0,0,0,3,2,10,0,0
Geoff Swaim,CLE,TE,8,0,0,0,0,0,0,0,0,1,1,7,0,0
Trent Taylor,SFO,WR,2,0,0,0,0,0,0,0,0,1,1,11,0,0
Ian Thomas,CAR,TE,5,0,0,0,0,0,0,0,0,6,3,7,0,0
Eric Tomlinson,LAC,TE,9,0,0,0,0,0,0,0,0,4,2,9,0,0
Casey Washington,ATL,WR,8,0,0,0,0,0,0,0,0,2,1,14,0,0
Mike White,BUF,QB,1,3,11,28,0,0,0,0,0,0,0,0,0,0
Jared Wiley,KAN,TE,7,0,0,0,0,0,0,0,0,1,1,7,0,0
Isaiah Williams,2TM,WR,8,0,0,0,0,0,0,0,0,3,2,6,0,0
Maurice Alexander,DET,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyson Bagent,CHI,QB,4,2,2,11,0,0,6,-7,0,0,0,0,0,0
Brenden Bates,2TM,TE,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Andrew Beck,2TM,TE,4,0,0,0,0,0,0,0,0,2,0,0,0,0
Braxton Berrios,MIA,WR,6,0,0,0,0,0,0,0,0,4,0,0,0,0
Khari Blasingame,2TM,RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Brightwell,CLE,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
British Brooks,HOU,RB,5,0,0,0,0,0,1,2,0,0,0,0,0,0
Jake Browning,CIN,QB,3,0,0,0,0,0,2,-2,0,0,0,0,0,0
Marquez Callaway,TAM,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Cephus,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Irvin Charles,NYJ,WR,13,0,0,0,0,0,0,0,0,1,0,0,0,0
Elijah Cooks,JAX,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Baylor Cupp,KAN,TE,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaden Davis,CLE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Driskel,WAS,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Erickson,NWE,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrynton Evans,CHI,RB,5,0,0,0,0,0,3,3,0,0,0,0,0,0
Erik Ezukanma,MIA,WR,2,0,0,0,0,0,0,0,0,2,0,0,0,0
Princeton Fant,DAL,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Firkser,2TM,TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Dez Fitzpatrick,LAC,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
John FitzPatrick,GNB,TE,9,0,0,0,0,0,0,0,0,1,1,2,0,0
Bryce Ford-Wheaton,NYG,WR,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy Hairston,HOU,FB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Deonte Harty,BAL,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker Hesse,DET,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Hull,IND,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Keaontay Ingram,KAN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jermaine Jackson,NOR,WR,4,0,0,0,0,0,1,-1,0,0,0,0,0,0
Trishton Jackson,MIN,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaylen Johnson,LAC,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob Johnson,NYG,FB,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Velus Jones Jr.,2TM,WR,3,0,0,0,0,0,3,11,0,1,1,8,0,1
Nikola Kalinic,LAR,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0
John Kelly,BAL,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Kelley,TEN,RB,3,0,0,0,0,0,1,2,0,0,0,0,0,0
Tom Kennedy,DET,WR,4,0,0,0,0,0,0,0,0,1,0,0,0,0
Ko Kieft,TAM,TE,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Kuntz,NYJ,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcedes Lewis,CHI,TE,17,0,0,0,0,0,0,0,0,2,1,2,0,0
Tyler Mabry,SEA,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Matthews,CAR,TE,4,0,0,0,0,0,0,0,0,1,0,0,0,0
Tanner McLachlan,CIN,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Dante Miller,NYG,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Milton,CIN,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
James Mitchell,DET,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Moore,2TM,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyy Moore,KAN,WR,6,0,0,0,0,0,0,0,0,3,0,0,0,0
Jalen Moreno-Cropper,DAL,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Muse,MIN,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Odukoya,TEN,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Pascal,ARI,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaret Patterson,LAC,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Prentice,NOR,FB,17,0,0,0,0,0,0,0,0,4,0,0,0,0
James Proche,CLE,WR,9,0,0,0,0,0,0,0,0,3,3,21,0,1
Teagan Quitoriano,HOU,TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenden Rice,LAC,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Keilan Robinson,JAX,RB,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Justyn Ross,KAN,WR,2,0,0,0,0,0,0,0,0,1,0,0,0,0
Brady Russell,SEA,TE,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Shorter,LVR,TE,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Smith,NYJ,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Irv Smith Jr.,HOU,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Equanimeous St. Brown,NOR,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Sullivan,CAR,TE,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cody Thompson,TAM,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Tonges,SFO,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Tonyan,MIN,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Trask,TAM,QB,4,1,1,5,0,0,5,-4,0,0,0,0,0,0
Laquon Treadwell,IND,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Brycen Tremayne,WAS,WR,2,0,0,0,0,0,0,0,0,1,1,-2,0,0
C.J. Uzomah,PHI,TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Ke'Shawn Vaughn,SFO,RB,3,0,0,0,0,0,2,4,0,0,0,0,0,0
Jalen Virgil,BUF,WR,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Vokolek,ARI,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Washington,ATL,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Montrell Washington,KAN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Wayne,HOU,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Xavier Weaver,ARI,WR,2,0,0,0,0,0,0,0,0,2,0,0,0,0
Jack Westover,NWE,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Wilcox,NWE,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Avery Williams,ATL,RB,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Brayden Willis,SFO,TE,10,0,0,0,0,0,0,0,0,2,0,0,0,0
D.J. Williams,TAM,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodney Williams,PIT,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Trayveon Williams,CIN,RB,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Wilson,PIT,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colson Yankoff,WAS,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Dareke Young,SEA,WR,14,0,0,0,0,0,0,0,0,1,0,0,0,0
Sam Howell,SEA,QB,2,5,14,24,0,1,1,2,0,0,0,0,0,0
Dylan Laube,LVR,RB,10,0,0,0,0,0,1,0,0,0,0,0,0,1
Steven Sims,2TM,WR,9,0,0,0,0,0,1,0,0,0,0,0,0,1
Kadarius Toney,CLE,WR,3,0,0,0,0,0,2,-4,0,1,0,0,0,1
Clayton Tune,ARI,QB,6,2,2,8,0,0,7,-4,0,0,0,0,0,1
Jha'Quan Jackson,TEN,WR,12,0,0,0,0,0,1,-5,0,3,1,8,0,2
